#FILE	NUM_FOUND	NlpI_gi_218560235	afaC/draC/daaC_VFG045796	ag43-MS7163	ag43a_CFT073	aufC_ECS88_3823	cdtB_gi_117623644	chuA_gi_26250130	cirA_AE016763_105	cjrC_UTI89_RS25305	clbB_gi_112292718	cnf1_gi_403299	csgE_gi_15801156	ecpC_gi_15799996	eibC_gi_7523529	eibE_gi_7523541	eibG_gi_299150344	eitB_APECO1_RS26190	entS_gi_26246570	fecA_b4291	fepA_gi_26246561	fhuA_b0150	fhuE_b1102	fimD_gi_15804892	fiu_c0890	fliC(H1)_L07387.1	fliC(H4)_AJ536600.1	fliC(H7)_AF228487.1	focH_gi_386638502	fyuA_gi_26248288	hbp/tsh_gi_3288154	hlyA_gi_386641997	hlyF_APECO1_O1CoBM189	hma_gi_26248334	hra1_AAC13751	ibeA_gi_18152905	ibeB_gi_4835717	iha_gi_78057505	ireA_gi_26250982	iroN_gi_26247124	iss_SPG000143	iutA_gi_26249458	kpsD_gi_409035	nhaA_GeneID:944758	ompA_gi_7188818	ompT_SPG000077	papC_gi_26249425	papGIII_ABE1029	papGII_AAN82031	papGI_ELL40467	pic_gi_387610008	pixC_gi_30524679	sat_gi_26249454	sfaH_gi_91210144	sisA_AE016766_93	sitA_gi_386618823	tcpC_gi_26248250	tosA_c0363	traJ_gi_150860	traT_SPG000097	uclC_ABE10308	upaB_ECP_0379	upaC/ehaB_VFG045825	upaE_c2895	upaG/ehaG_beta	upaI_ECP_2276	usp_gi_386617620	vat_gi_386605757	yadV_b0140	ydeT_AE016760_251	yehC_b2110	yfcV_b2339	yqiH_c3793	znuB_AAC74929
ESC_AA9511AA_AS_abricate.tsv	22	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.80	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AA9518AA_AS_abricate.tsv	17	100.00	.	.	.	.	.	.	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.76	.	.	.	.	100.00	.	.	100.00
ESC_AA9540AA_AS_abricate.tsv	23	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	99.78	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	99.93	100.00	.	.	.	99.68	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	100.00
ESC_AA9566AA_AS_abricate.tsv	36	100.00	.	100.00	81.52;81.52	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	99.47	100.00	100.00	100.00	100.00	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	99.68	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	.	96.55	99.47	100.00	99.12	.	.	.	100.00	100.00	.	100.00	100.00
ESC_AA9599AA_AS_abricate.tsv	19	100.00	.	100.00	.	.	.	.	99.40	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	99.93	100.00	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.76	.	.	.	.	.	100.00	.	100.00
ESC_AA9621AA_AS_abricate.tsv	38	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	.	100.00	100.00	.	.	.	.	100.00	.	100.00	99.78	100.00	100.00	100.00	.	.	.	.	100.00	.	.	100.00	100.00	.	99.93	100.00	.	.	100.00	99.68;100.00	99.96	100.00	100.00	100.00	100.00	.	.	.	.	85.21	.	.	100.00	.	100.00	.	.	.	.	.	.	.	.	100.00	100.00	99.89	100.00	100.00	.	100.00	.	100.00	100.00
ESC_AA9627AA_AS_abricate.tsv	24	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	99.68	99.96	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	100.00	99.76	.	.	.	92.31	100.00	100.00	.	100.00
ESC_AA9637AA_AS_abricate.tsv	37	100.00	.	.	.	.	.	.	100.00	100.00	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	100.00	.	.	.	.	100.00	100.00	100.00	.	99.68	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	100.00;100.00	.	99.96	96.62	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AA9642AA_AS_abricate.tsv	39	100.00	.	100.00	81.44;81.91	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.47	100.00	100.00	100.00	100.00	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	99.68	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	99.83	100.00	.	.	96.55	99.47	100.00	99.12	.	.	.	100.00	100.00	.	100.00	100.00
ESC_AA9766AA_AS_abricate.tsv	37	100.00	.	100.00	81.44;81.44	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.47	100.00	100.00	100.00	100.00	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	99.68	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	.	96.55	99.47	100.00	99.12	.	.	.	100.00	100.00	.	100.00	100.00
ESC_AA9776AA_AS_abricate.tsv	40	100.00	100.00	100.00	.	100.00	.	100.00	98.90	100.00	.	.	100.00	100.00	.	.	.	100.00	100.00	.	100.00	99.78	99.82	100.00	100.00	.	.	.	.	100.00	.	100.00	.	100.00	.	.	100.00	100.00	.	.	99.68	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	98.95;100.00	100.00	.	.	.	100.00	.	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	.	100.00	100.00
ESC_AA9813AA_AS_abricate.tsv	24	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	97.41	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AA9943AA_AS_abricate.tsv	25	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.04	.	.	96.42	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AA9953AA_AS_abricate.tsv	37	100.00	.	100.00	81.44;81.44	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.47	100.00	100.00	100.00	100.00	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	99.68	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	.	96.55	99.55	100.00	99.12	.	.	.	100.00	100.00	.	100.00	100.00
ESC_AA9965AA_AS_abricate.tsv	35	100.00	.	.	.	.	100.00	100.00	99.05	100.00	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	99.24	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	99.48;100.00	100.00	.	100.00	.	.	.	100.00	.	98.95;100.00	100.00	.	.	.	100.00	.	.	96.62	.	100.00	100.00	.	.	100.00	.	100.00	.	.	100.00
ESC_AB1901AA_AS_abricate.tsv	18	100.00	.	100.00	.	.	.	.	99.45	100.00	.	.	.	.	.	.	.	.	100.00	99.74	100.00	.	.	.	87.12	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	80.42	.	.	100.00	.	100.00	.	.	100.00
ESC_AB1925AA_AS_abricate.tsv	19	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	99.68	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	96.62	.	.	.	.	.	100.00	.	.	100.00	.	100.00
ESC_AB1927AA_AS_abricate.tsv	24	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	97.41	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	99.45	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AB2152AA_AS_abricate.tsv	20	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	99.62	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	99.31	.	.	.	.	.	100.00	.	100.00
ESC_AB2305AA_AS_abricate.tsv	23	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	95.49	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	100.00	.	.	.	100.00	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AB5040AA_AS_abricate.tsv	20	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	97.41	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.52	.	.	.	100.00	100.00	100.00	.	100.00
ESC_AB6955AA_AS_abricate.tsv	25	100.00	.	100.00	100.00	.	.	.	100.00	.	100.00	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	.	.	.	.	.	.	.	99.86	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	91.23	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AB6958AA_AS_abricate.tsv	21	100.00	.	.	.	.	.	.	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00;83.20	.	.	.	.	100.00	99.28	.	.	100.00	95.81	100.00	100.00	.	100.00
ESC_AB7573AA_AS_abricate.tsv	20	100.00	.	100.00	.	.	.	.	99.45	100.00	.	.	.	99.92	.	.	.	.	100.00	100.00	100.00	.	92.37	100.00	87.17	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	100.00	.	100.00
ESC_AB7581AA_AS_abricate.tsv	19	100.00	.	100.00	.	.	.	.	99.45	100.00	.	.	.	99.92	.	.	.	.	100.00	99.74	100.00	.	92.37	100.00	87.17	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	.	100.00
ESC_AB7707AA_AS_abricate.tsv	24	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	97.41	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	99.83	100.00	.	.	.	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_AB7726AA_AS_abricate.tsv	24	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	100.00	.	.	.	100.00	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	99.60	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AB7732AA_AS_abricate.tsv	28	100.00	.	.	.	.	.	.	100.00	100.00	.	.	100.00	100.00	.	.	.	.	100.00	100.00	99.96	99.73	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	99.86	100.00	.	.	.	100.00	100.00	100.00	.	.	.	.	.	99.93	.	.	.	88.79;98.95	.	.	.	.	99.32	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AB7738AA_AS_abricate.tsv	24	100.00	.	100.00	100.00	.	.	.	100.00	100.00	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	.	87.17	.	.	.	.	100.00	.	.	.	.	.	.	99.93	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	99.04	.	.	81.66	.	100.00	98.19	.	.	.	.	100.00	100.00	.	100.00
ESC_AB7752AA_AS_abricate.tsv	29	100.00	.	100.00	100.00;95.89	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	99.29	.	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	99.93	99.86	100.00	.	99.68	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	99.45	.	.	.	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AB7756AA_AS_abricate.tsv	23	100.00	.	.	100.00	.	.	.	100.00	100.00	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	.	87.17	.	.	.	.	100.00	.	.	.	.	.	.	99.93	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	99.04	.	.	81.66	.	100.00	98.19	.	.	.	.	100.00	100.00	.	100.00
ESC_AB7761AA_AS_abricate.tsv	24	100.00	.	100.00;100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	97.41	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AB7773AA_AS_abricate.tsv	25	100.00	.	100.00	.	.	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	100.00	.	.	100.00	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	99.77	.	.	.	100.00	.	.	.	100.00	.	.	.	.	100.00	99.10	.	.	.	100.00	100.00	.	.	100.00
ESC_AB7943AA_AS_abricate.tsv	22	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	99.92	100.00	99.96	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	87.06	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.80	.	100.00	99.31	.	.	100.00	100.00	100.00	.	.	100.00
ESC_AB7956AA_AS_abricate.tsv	28	100.00	.	100.00	84.36	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	97.41	100.00	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	83.20	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AB7971AA_AS_abricate.tsv	22	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	95.49	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	100.00	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AB7974AA_AS_abricate.tsv	22	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	99.92	100.00	99.96	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	87.06	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.80	.	100.00	99.31	.	.	100.00	100.00	100.00	.	.	100.00
ESC_AB7981AA_AS_abricate.tsv	24	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	99.83	100.00	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AB8815AA_AS_abricate.tsv	19	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	.	100.00	.	100.00	99.82	100.00	87.17	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	.	100.00	99.42	.	.	.	.	.	.	.	.	.	98.95	100.00	.	.	.	.	.	.	.	.	100.00	94.82	.	.	.	.	100.00	100.00	.	100.00
ESC_AB8833AA_AS_abricate.tsv	28	100.00	.	100.00	100.00;100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	87.17	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	97.41	.	.	100.00	100.00	.	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	99.04	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_AB8842AA_AS_abricate.tsv	28	100.00	.	100.00	95.89;95.10	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	99.29	.	100.00	100.00;100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	99.93	99.86	100.00	.	99.68	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	99.45	.	.	.	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AB9032AA_AS_abricate.tsv	27	100.00	.	99.84;80.64	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	98.16	.	.	.	100.00	.	.	.	.	99.95	.	.	100.00	.	.	100.00	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AB9033AA_AS_abricate.tsv	27	100.00	.	99.84;100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	.	.	.	.	99.95	.	.	100.00	.	.	100.00	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AB9034AA_AS_abricate.tsv	23	100.00	.	.	.	.	.	.	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	97.41	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	83.20;100.00	.	.	.	.	100.00	99.28	.	.	100.00	95.81	100.00	100.00	.	100.00
ESC_AB9088AA_AS_abricate.tsv	26	100.00	.	80.88;100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	.	.	.	.	99.95	.	.	100.00	.	.	100.00	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AB9093AA_AS_abricate.tsv	21	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	99.58	.	.	99.93	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_AB9094AA_AS_abricate.tsv	26	100.00	.	99.84;100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	.	.	.	.	99.95	.	.	100.00	.	.	100.00	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AB9097AA_AS_abricate.tsv	27	100.00	.	100.00;99.84	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	.	.	.	.	99.95	.	.	100.00	.	.	100.00	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_AB9099AA_AS_abricate.tsv	27	100.00	.	99.84;100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	.	.	.	.	99.95	.	.	100.00	.	.	100.00	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	99.40	.	.	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_BA0003AA_AS_abricate.tsv	43	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	.	100.00	.	.	94.84	99.93	100.00	.	.	100.00	99.68	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	100.00	99.74	.	.	100.00	100.00	99.72	100.00	100.00	.	100.00	.	100.00	100.00
ESC_BA0032AA_AS_abricate.tsv	37	100.00	.	82.40	81.44	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.47	100.00	100.00	100.00	100.00	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	99.68	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	.	96.55	99.47	100.00	99.12	.	.	.	100.00	100.00	.	100.00	100.00
ESC_BA0038AA_AS_abricate.tsv	44	100.00	.	.	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	100.00	99.78	100.00	100.00	100.00	.	.	.	96.08	100.00	.	100.00	.	100.00	94.84	.	100.00	100.00	.	100.00	99.68	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	100.00	100.00	100.00	.	.	.	100.00	100.00	.	.	100.00	100.00	99.89	100.00	100.00	100.00	100.00	.	100.00	100.00
ESC_BA0146AA_AS_abricate.tsv	23	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	97.41;97.41	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_BA0180AA_AS_abricate.tsv	42	100.00	.	.	89.34	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.78	100.00	100.00	100.00	.	.	.	96.08	100.00	.	100.00	.	100.00	94.84	.	100.00	.	.	.	99.68	.	100.00	100.00	100.00	82.29	100.00	100.00	.	.	.	.	.	.	.	100.00	100.00	.	.	100.00	100.00	88.12	.	.	100.00	100.00	99.89	100.00	100.00	.	100.00	.	100.00	100.00
ESC_BA0203AA_AS_abricate.tsv	21	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_BA0211AA_AS_abricate.tsv	21	100.00	.	.	.	.	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.76	.	.	.	100.00	100.00	.	100.00	100.00
ESC_BA0293AA_AS_abricate.tsv	33	100.00	.	100.00	.	100.00	.	100.00	100.00	.	100.00	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	100.00	.	99.93	100.00	.	.	.	99.68	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	100.00	.	100.00	100.00	100.00	100.00	.	100.00	100.00
ESC_BA0338AA_AS_abricate.tsv	41	100.00	.	100.00	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.78	100.00	100.00	100.00	.	.	.	.	100.00	.	100.00	.	.	94.84	99.93	100.00	.	.	.	99.68	99.96	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	100.00	100.00	100.00	.	.	100.00	100.00	.	.	.	100.00	100.00	99.89	100.00	100.00	100.00	100.00	.	100.00	100.00
