barcode	ST
ESC_GA1858AA_AS	399
ESC_SA3160AA_AS	399
ESC_LB3148AA_AS	4
ESC_HA9108AA_AS	40
ESC_JA7669AA_AS	405
ESC_BA9364AA_AS	428
ESC_IA0282AA_AS	43
ESC_IB8017AA_AS	43
ESC_BA1526AA_AS	43
ESC_OB1671AA_AS	443
ESC_GA6906AA_AS	453
ESC_RA8209AA_AS	457
ESC_TA1864AA_AS	457
ESC_LB7247AA_AS	46
ESC_FA8064AA_AS	46
ESC_XA0838AA_AS	46
ESC_IA4102AA_AS	48
ESC_MB2031AA_AS	48
ESC_WA9639AA_AS	542
ESC_SA9452AA_AS	56
ESC_ZA6374AA_AS	57
ESC_OB1623AA_AS	57
ESC_PA1253AA_AS	58
ESC_FA7246AA_AS	58
ESC_GB1267AA_AS	583
ESC_GB9890AA_AS	583
ESC_PA9521AA_AS	583
ESC_HA2172AA_AS	583
ESC_GB0220AA_AS	59
ESC_ZA5959AA_AS	59
ESC_GA7668AA_AS	59
ESC_WA4879AA_AS	602
ESC_LB7152AA_AS	617
ESC_BA8980AA_AS	62
ESC_TA8493AA_AS	62
ESC_LB2720AA_AS	635
ESC_HB8611AA_AS	648
ESC_IB8101AA_AS	648
ESC_IA3557AA_AS	648
ESC_MB6294AA_AS	718
ESC_CA3746AA_AS	73
ESC_FA7057AA_AS	73
ESC_TA9937AA_AS	73
ESC_LA1207AA_AS	746
ESC_LB0491AA_AS	88
ESC_NA7820AA_AS	88
ESC_NB1954AA_AS	88
ESC_KB3958AA_AS	95
ESC_BA8686AA_AS	998
ESC_KA9469AA_AS	1060
ESC_FB9783AA_AS	1193
ESC_GB3622AA_AS	117
ESC_IA3872AA_AS	1196
ESC_CA6404AA_AS	10
ESC_PA2804AA_AS	101
ESC_RB8294AA_AS	101
ESC_PA8467AA_AS	12
ESC_HA6240AA_AS	11
ESC_SA2700AA_AS	1025
ESC_NB4815AA_AS	117
ESC_EB7971AA_AS	1025
ESC_XA0601AA_AS	1060
ESC_GA1231AA_AS	101
ESC_PA8994AA_AS	1060
ESC_IB7298AA_AS	10
ESC_OB1411AA_AS	1060
ESC_PA1803AA_AS	11
ESC_BA3950AA_AS	11
ESC_KB3744AA_AS	131
ESC_HA3476AA_AS	131
ESC_NB8464AA_AS	141
ESC_WA2098AA_AS	145
ESC_WA6459AA_AS	145
ESC_GA1036AA_AS	146
ESC_GA0962AA_AS	146
ESC_FB0269AA_AS	148
ESC_RA3362AA_AS	148
ESC_FB4497AA_AS	155
ESC_GB0092AA_AS	156
ESC_XA6636AA_AS	16
ESC_HA9141AA_AS	16
ESC_JB0056AA_AS	162
ESC_LB5713AA_AS	162
ESC_FB9651AA_AS	162
ESC_LB0238AA_AS	182
ESC_SA1199AA_AS	182
ESC_NB6797AA_AS	182
ESC_SA1238AA_AS	182
ESC_NB6780AA_AS	182
ESC_KA2417AA_AS	1967
ESC_IA0229AA_AS	1967
ESC_NB8316AA_AS	20
ESC_QA8661AA_AS	21
ESC_QA7130AA_AS	21
ESC_WA7701AA_AS	223
ESC_CB2659AA_AS	223
ESC_EB8322AA_AS	243
ESC_GB9751AA_AS	278
ESC_HA8982AA_AS	29
ESC_WA3613AA_AS	29
ESC_WA9005AA_AS	29
ESC_GA9191AA_AS	295
ESC_DB2657AA_AS	300
ESC_IA0906AA_AS	306
ESC_HA3028AA_AS	306
ESC_KA2437AA_AS	306
ESC_LA4596AA_AS	32
ESC_NA9027AA_AS	32
ESC_CB4311AA_AS	342
ESC_SA9710AA_AS	342
ESC_GA7617AA_AS	345
ESC_WA5267AA_AS	349
ESC_HB8766AA_AS	349
ESC_UA1667AA_AS	362
ESC_NB8830AA_AS	372
ESC_KB8343AA_AS	372
ESC_LB2781AA_AS	399
ESC_MA3976AA_AS	4
ESC_GB9290AA_AS	4
ESC_MA3905AA_AS	4
ESC_CB4678AA_AS	40
ESC_LA2774AA_AS	405
ESC_NB6036AA_AS	410
ESC_WA7413AA_AS	410
ESC_LB5909AA_AS	410
ESC_FB1743AA_AS	428
ESC_SA9480AA_AS	43
ESC_SA6940AA_AS	442
ESC_LA2595AA_AS	448
ESC_LA2941AA_AS	453
ESC_QA3765AA_AS	453
ESC_JA0654AA_AS	453
ESC_FB9087AA_AS	457
ESC_JA0242AA_AS	46
ESC_KA5395AA_AS	46
ESC_RB9818AA_AS	48
ESC_PA2093AA_AS	48
ESC_HA2337AA_AS	58
ESC_LB5566AA_AS	58
ESC_TA3976AA_AS	59
ESC_FB2757AA_AS	59
ESC_LA5724AA_AS	6
ESC_MB2432AA_AS	602
ESC_QA3839AA_AS	602
ESC_BA6192AA_AS	62
ESC_LB2800AA_AS	635
ESC_LB2827AA_AS	635
ESC_LB2719AA_AS	635
ESC_FB4439AA_AS	641
ESC_VA8166AA_AS	655
ESC_LA4771AA_AS	675
ESC_CA5129AA_AS	69
ESC_FA5881AA_AS	718
ESC_MB6379AA_AS	718
ESC_NB6400AA_AS	73
ESC_HA5038AA_AS	73
ESC_MB8846AA_AS	744
ESC_LB4861AA_AS	88
ESC_OA1267AA_AS	88
ESC_NB3744AA_AS	90
ESC_NB4335AA_AS	90
ESC_QA1780AA_AS	93
ESC_TA1998AA_AS	95
ESC_IA3996AA_AS	95
ESC_GB3894AA_AS	10
ESC_BA7631AA_AS	10
ESC_HB5573AA_AS	1079
ESC_MB4858AA_AS	12
ESC_LA0203AA_AS	101
ESC_TA8057AA_AS	11
ESC_OB1346AA_AS	117
ESC_UA6243AA_AS	12
ESC_HA4745AA_AS	10
ESC_IA7117AA_AS	1196
ESC_CB2275AA_AS	141
ESC_FB1567AA_AS	145
ESC_UA3320AA_AS	154
ESC_RB8578AA_AS	155
ESC_MB0548AA_AS	156
ESC_GB3770AA_AS	156
ESC_SA9336AA_AS	162
ESC_LB7198AA_AS	162
ESC_ZA4693AA_AS	165
ESC_LB9215AA_AS	167
ESC_ZA6245AA_AS	17
ESC_NB8054AA_AS	182
ESC_UA5380AA_AS	189
ESC_WA7974AA_AS	20
ESC_ZA6080AA_AS	223
ESC_WA7971AA_AS	223
ESC_GB8672AA_AS	224
ESC_GB6539AA_AS	23
ESC_HA2773AA_AS	278
ESC_HA4799AA_AS	29
ESC_IA1073AA_AS	295
ESC_HA8251AA_AS	297
ESC_PA2442AA_AS	32
ESC_PA2438AA_AS	32
ESC_NB7852AA_AS	34
ESC_JB8850AA_AS	34
ESC_RA6548AA_AS	342
ESC_LA6337AA_AS	342
ESC_PA0812AA_AS	345
ESC_ZA1566AA_AS	345
ESC_GB3611AA_AS	354
ESC_TA2502AA_AS	362
ESC_GA0017AA_AS	38
ESC_BA6813AA_AS	393
ESC_IB7746AA_AS	393
ESC_LA0285AA_AS	394
ESC_PA8329AA_AS	394
ESC_WA8986AA_AS	4
ESC_SA4919AA_AS	4
ESC_FA8494AA_AS	40
ESC_JB5883AA_AS	428
ESC_SA3207AA_AS	43
ESC_BA9617AA_AS	443
ESC_QB2890AA_AS	448
ESC_JA0398AA_AS	453
ESC_GB3783AA_AS	453
ESC_JA0103AA_AS	457
ESC_GB2916AA_AS	457
ESC_CB3864AA_AS	46
ESC_HA7873AA_AS	58
ESC_IA0584AA_AS	59
ESC_GA8914AA_AS	6
ESC_JB8810AA_AS	6
ESC_BA5396AA_AS	617
ESC_JA0166AA_AS	617
ESC_NA7751AA_AS	617
ESC_HA6790AA_AS	62
ESC_PA8819AA_AS	635
ESC_UA5219AA_AS	635
ESC_PA8928AA_AS	635
ESC_LB2812AA_AS	635
ESC_PA1706AA_AS	648
ESC_LA6543AA_AS	655
ESC_FA7949AA_AS	718
ESC_CA1454AA_AS	73
ESC_LB0189AA_AS	744
ESC_TA2421AA_AS	744
ESC_IA7551AA_AS	746
ESC_OB1840AA_AS	90
ESC_RA9737AA_AS	906
ESC_QA2617AA_AS	93
ESC_IB8390AA_AS	998
ESC_HA7802AA_AS	10
ESC_LA1107AA_AS	101
ESC_QA6896AA_AS	1079
ESC_TA4510AA_AS	101
ESC_RA3520AA_AS	11
ESC_GA0007AA_AS	101
ESC_EB7304AA_AS	1025
ESC_SA6945AA_AS	11
ESC_IA3449AA_AS	101
ESC_QA3022AA_AS	1060
ESC_JA9083AA_AS	11
ESC_IA3483AA_AS	1196
ESC_VA9262AA_AS	1060
ESC_RA3254AA_AS	127
ESC_BA7005AA_AS	131
ESC_GB5456AA_AS	131
ESC_YA0137AA_AS	141
ESC_GA0936AA_AS	146
ESC_GA1028AA_AS	146
ESC_LA5165AA_AS	146
ESC_JA5176AA_AS	156
ESC_SA0008AA_AS	162
ESC_WA9210AA_AS	162
ESC_JB0038AA_AS	165
ESC_HA8277AA_AS	165
ESC_HB6096AA_AS	167
ESC_CB4666AA_AS	17
ESC_GA7628AA_AS	1967
ESC_UA7363AA_AS	20
ESC_IA3799AA_AS	224
ESC_JA4082AA_AS	278
ESC_DB2038AA_AS	278
ESC_LB5802AA_AS	297
ESC_RA6621AA_AS	297
ESC_BA9573AA_AS	300
ESC_PA2436AA_AS	32
ESC_GA8876AA_AS	33
ESC_WA9021AA_AS	34
ESC_MB2382AA_AS	34
ESC_LA5129AA_AS	342
ESC_KB0223AA_AS	3580
ESC_RB8779AA_AS	372
ESC_CA6393AA_AS	372
ESC_HA8360AA_AS	398
ESC_LB8193AA_AS	410
ESC_RB8756AA_AS	442
ESC_RB8691AA_AS	448
ESC_LA2591AA_AS	448
ESC_HA7181AA_AS	448
ESC_CB2404AA_AS	453
ESC_LA1082AA_AS	453
ESC_IA3882AA_AS	48
ESC_PA8961AA_AS	540
ESC_ZA6403AA_AS	58
ESC_AB7738AA_AS	6
ESC_CB2739AA_AS	6
ESC_FB2850AA_AS	62
ESC_GA1651AA_AS	655
ESC_CA5764AA_AS	69
ESC_SA1035AA_AS	744
ESC_FA6286AA_AS	744
ESC_HB0044AA_AS	746
ESC_LA0565AA_AS	746
ESC_SA9319AA_AS	752
ESC_YA6320AA_AS	90
ESC_HA8150AA_AS	906
ESC_LB0719AA_AS	906
ESC_PA2326AA_AS	906
ESC_NB5695AA_AS	95
ESC_EB5999AA_AS	1025
ESC_KB3477AA_AS	100
ESC_IB7750AA_AS	100
ESC_LA4876AA_AS	11
ESC_TA3868AA_AS	1193
ESC_KB3409AA_AS	101
ESC_LB6832AA_AS	10
ESC_CA0049AA_AS	10
ESC_BA9204AA_AS	1025
ESC_IB7142AA_AS	10
ESC_FB4004AA_AS	11
ESC_HA5574AA_AS	127
ESC_ZA1646AA_AS	141
ESC_RA1722AA_AS	145
ESC_GB1327AA_AS	148
ESC_GA3475AA_AS	154
ESC_LA6545AA_AS	16
ESC_UA5650AA_AS	162
ESC_IA2170AA_AS	162
ESC_HA2770AA_AS	165
ESC_CB3988AA_AS	167
ESC_CB4467AA_AS	20
ESC_LB3286AA_AS	20
ESC_GA0116AA_AS	21
ESC_PA7579AA_AS	21
ESC_BA1418AA_AS	223
ESC_QA7768AA_AS	223
ESC_EB9252AA_AS	245
ESC_GB4829AA_AS	245
ESC_RB6489AA_AS	25
ESC_HA4789AA_AS	29
ESC_HB5755AA_AS	29
ESC_KA6893AA_AS	306
ESC_GA9367AA_AS	34
ESC_WA9314AA_AS	342
ESC_HA4686AA_AS	345
ESC_NB8918AA_AS	345
ESC_MB2087AA_AS	349
ESC_BA3448AA_AS	349
ESC_WA4818AA_AS	349
ESC_FB2824AA_AS	362
ESC_FB9606AA_AS	38
ESC_RA8222AA_AS	38
ESC_BA0628AA_AS	393
ESC_NB7715AA_AS	393
ESC_HA7822AA_AS	394
ESC_GA5222AA_AS	40
ESC_IB6004AA_AS	410
ESC_WA8497AA_AS	448
ESC_ZA5359AA_AS	448
ESC_JB9515AA_AS	48
ESC_RA9449AA_AS	48
ESC_VA5666AA_AS	540
ESC_OB1144AA_AS	542
ESC_ZA5693AA_AS	56
ESC_FB4506AA_AS	57
ESC_DB2504AA_AS	583
ESC_SA9864AA_AS	6
ESC_OB8013AA_AS	617
ESC_CB7232AA_AS	617
ESC_LA1537AA_AS	641
ESC_YA3406AA_AS	655
ESC_GA7035AA_AS	675
ESC_MB6283AA_AS	718
ESC_MB8815AA_AS	73
ESC_MB2068AA_AS	744
ESC_IA4153AA_AS	746
ESC_UA5593AA_AS	752
ESC_FB9314AA_AS	90
ESC_LB1233AA_AS	93
ESC_KB3475AA_AS	100
ESC_EB7970AA_AS	1025
ESC_XA5989AA_AS	1060
ESC_KB3884AA_AS	1079
ESC_BA7757AA_AS	11
ESC_BA2363AA_AS	117
ESC_TA2510AA_AS	12
ESC_VA9261AA_AS	1060
ESC_RA4381AA_AS	1079
ESC_CA5453AA_AS	117
ESC_JA0521AA_AS	141
ESC_EB6328AA_AS	145
ESC_CB4969AA_AS	145
ESC_RA1689AA_AS	148
ESC_HA8406AA_AS	154
ESC_VA2547AA_AS	155
ESC_LA0410AA_AS	156
ESC_MA9965AA_AS	167
ESC_NB6790AA_AS	182
ESC_NB6767AA_AS	182
ESC_HA0678AA_AS	20
ESC_AA9275AA_AS	20
ESC_CA5719AA_AS	20
ESC_WA7945AA_AS	20
ESC_FB6157AA_AS	21
ESC_SA9542AA_AS	21
ESC_HA8533AA_AS	224
ESC_LA0272AA_AS	226
ESC_PA0879AA_AS	226
ESC_GB6112AA_AS	23
ESC_EB6373AA_AS	245
ESC_GA9148AA_AS	29
ESC_KA2072AA_AS	295
ESC_GB2318AA_AS	33
ESC_GB2498AA_AS	34
ESC_QA2909AA_AS	342
ESC_GA5017AA_AS	345
ESC_ZA1589AA_AS	3580
ESC_RA6661AA_AS	362
ESC_IA9661AA_AS	362
ESC_TA2834AA_AS	372
ESC_OB1037AA_AS	393
ESC_AA9316AA_AS	393
ESC_MB6614AA_AS	399
ESC_GA5256AA_AS	399
ESC_MB6595AA_AS	399
ESC_MB8668AA_AS	40
ESC_GA9750AA_AS	410
ESC_MB8603AA_AS	43
ESC_NA7556AA_AS	442
ESC_MB6488AA_AS	442
ESC_DB2306AA_AS	443
ESC_UA6543AA_AS	453
ESC_UA5926AA_AS	453
ESC_TA4498AA_AS	542
ESC_WA7361AA_AS	542
ESC_GB6638AA_AS	57
ESC_XA3493AA_AS	58
ESC_UA7336AA_AS	583
ESC_GA9116AA_AS	6
ESC_GA9264AA_AS	6
ESC_XA1152AA_AS	62
ESC_SA7060AA_AS	62
ESC_NB9790AA_AS	635
ESC_LA2596AA_AS	648
ESC_IA2529AA_AS	655
ESC_RA0048AA_AS	675
ESC_NA8057AA_AS	69
ESC_FA8300AA_AS	746
ESC_YA3342AA_AS	746
ESC_IA5218AA_AS	746
ESC_UA6568AA_AS	752
ESC_JA0137AA_AS	90
ESC_TA9946AA_AS	906
ESC_MB4803AA_AS	93
ESC_NB7753AA_AS	95
ESC_NB1737AA_AS	100
ESC_FA7871AA_AS	1060
ESC_XA0625AA_AS	1060
ESC_NB5217AA_AS	117
ESC_RA4384AA_AS	1079
ESC_HA4247AA_AS	1193
ESC_PA5493AA_AS	11
ESC_TA2345AA_AS	1193
ESC_LA6039AA_AS	1193
ESC_LB6073AA_AS	12
ESC_UA6640AA_AS	127
ESC_EB6381AA_AS	145
ESC_EB6943AA_AS	145
ESC_UA2592AA_AS	145
ESC_GA1042AA_AS	146
ESC_NB2682AA_AS	154
ESC_FA6572AA_AS	156
ESC_ZA2913AA_AS	162
ESC_SA1954AA_AS	165
ESC_CB3309AA_AS	167
ESC_IA9006AA_AS	167
ESC_GB5641AA_AS	189
ESC_WA7973AA_AS	20
ESC_NB5470AA_AS	206
ESC_LA0199AA_AS	206
ESC_KB8499AA_AS	226
ESC_RA9400AA_AS	23
ESC_YA7797AA_AS	243
ESC_GA3719AA_AS	25
ESC_CB1874AA_AS	295
ESC_CA3519AA_AS	297
ESC_AA8206AA_AS	300
ESC_RA9339AA_AS	306
ESC_ZA2785AA_AS	32
ESC_IA1958AA_AS	354
ESC_XA7274AA_AS	38
ESC_FB2933AA_AS	394
ESC_BA3213AA_AS	399
ESC_HB8580AA_AS	399
ESC_SA4738AA_AS	399
ESC_QB2907AA_AS	405
ESC_CB2322AA_AS	405
ESC_CB3930AA_AS	410
ESC_FA8370AA_AS	428
ESC_HA1818AA_AS	443
ESC_HA6843AA_AS	448
ESC_UA5202AA_AS	448
ESC_WA6844AA_AS	453
ESC_LA1268AA_AS	453
ESC_WA3835AA_AS	46
ESC_WA8260AA_AS	46
ESC_KB3834AA_AS	48
ESC_DB2172AA_AS	540
ESC_HB5534AA_AS	540
ESC_BA9012AA_AS	57
ESC_GA8979AA_AS	6
ESC_SA9868AA_AS	6
ESC_GA9256AA_AS	6
ESC_NB0519AA_AS	62
ESC_LB2717AA_AS	635
ESC_LB2699AA_AS	635
ESC_IB9375AA_AS	641
ESC_KA2403AA_AS	655
ESC_KA4814AA_AS	675
ESC_KA6829AA_AS	746
ESC_BA3721AA_AS	752
ESC_LB3187AA_AS	752
ESC_VA4869AA_AS	906
ESC_FA6507AA_AS	906
ESC_QA1956AA_AS	93
ESC_RA5370AA_AS	998
ESC_LA1196AA_AS	101
ESC_JB8378AA_AS	1196
ESC_HA0706AA_AS	12
ESC_BA4398AA_AS	131
ESC_GB4908AA_AS	145
ESC_RA4444AA_AS	1079
ESC_YA3452AA_AS	1193
ESC_QA8815AA_AS	1079
ESC_RB2212AA_AS	117
ESC_PA8363AA_AS	1079
ESC_WA2686AA_AS	117
ESC_CA0800AA_AS	1079
ESC_NB5950AA_AS	131
ESC_BA2345AA_AS	131
ESC_JA3441AA_AS	148
ESC_IA3028AA_AS	154
ESC_EB5161AA_AS	154
ESC_IA4902AA_AS	155
ESC_MB8988AA_AS	155
ESC_RB8570AA_AS	155
ESC_LA1206AA_AS	156
ESC_NB6109AA_AS	156
ESC_DB0387AA_AS	156
ESC_BB2598AA_AS	156
ESC_IB6816AA_AS	162
ESC_VA2359AA_AS	167
ESC_WA5790AA_AS	167
ESC_FA4681AA_AS	17
ESC_CB6171AA_AS	17
ESC_RA9212AA_AS	17
ESC_HA8581AA_AS	189
ESC_HA1763AA_AS	189
ESC_PA1814AA_AS	1967
ESC_IA2537AA_AS	223
ESC_DB2634AA_AS	223
ESC_XA7271AA_AS	226
ESC_SA2680AA_AS	243
ESC_EB8333AA_AS	243
ESC_WA2134AA_AS	245
ESC_ZA0476AA_AS	25
ESC_BA9884AA_AS	29
ESC_LA4489AA_AS	29
ESC_RA1583AA_AS	295
ESC_WA4807AA_AS	297
ESC_SA1561AA_AS	300
ESC_SA7471AA_AS	306
ESC_IB6283AA_AS	306
ESC_CB6726AA_AS	306
ESC_GB9368AA_AS	349
ESC_WA5440AA_AS	349
ESC_YA1631AA_AS	354
ESC_UA1953AA_AS	3580
ESC_HB8664AA_AS	3580
ESC_OB1192AA_AS	3580
ESC_GB9383AA_AS	3580
ESC_VA2516AA_AS	3580
ESC_UA2119AA_AS	362
ESC_NB2974AA_AS	372
ESC_SA9342AA_AS	372
ESC_IB6538AA_AS	372
ESC_LB3455AA_AS	38
ESC_HA3236AA_AS	393
ESC_CA3871AA_AS	393
ESC_GB2656AA_AS	40
ESC_GB1013AA_AS	40
ESC_SA5899AA_AS	40
ESC_WA7093AA_AS	405
ESC_NA7846AA_AS	405
ESC_TA0165AA_AS	410
ESC_GA9715AA_AS	428
ESC_NA2739AA_AS	428
ESC_LB0840AA_AS	428
ESC_IA9547AA_AS	43
ESC_GA8947AA_AS	43
ESC_IA0185AA_AS	442
ESC_OB5420AA_AS	442
ESC_JA5410AA_AS	442
ESC_JA4847AA_AS	442
ESC_PA8322AA_AS	448
ESC_LB0227AA_AS	448
ESC_GA8656AA_AS	453
ESC_RA4932AA_AS	453
ESC_VA5574AA_AS	457
ESC_KB3531AA_AS	457
ESC_GB6474AA_AS	46
ESC_RA2108AA_AS	48
ESC_SB5990AA_AS	540
ESC_CB9108AA_AS	542
ESC_IA3609AA_AS	542
ESC_LB2438AA_AS	56
ESC_PA1533AA_AS	57
ESC_GB1316AA_AS	57
ESC_PA9515AA_AS	583
ESC_WA9003AA_AS	6
ESC_NB8542AA_AS	602
ESC_MB1950AA_AS	617
ESC_BA9716AA_AS	62
ESC_HA6624AA_AS	62
ESC_PA0887AA_AS	641
ESC_GA1655AA_AS	655
ESC_MB6210AA_AS	718
ESC_RA5119AA_AS	744
ESC_RA3465AA_AS	906
ESC_QA0320AA_AS	93
ESC_MB4795AA_AS	93
ESC_UA6483AA_AS	95
ESC_BA4564AA_AS	10
ESC_FB7518AA_AS	117
ESC_CA5767AA_AS	141
ESC_GA0995AA_AS	146
ESC_IA4298AA_AS	1193
ESC_NB8197AA_AS	11
ESC_LB5960AA_AS	131
ESC_ZA9965AA_AS	100
ESC_JA0513AA_AS	1193
ESC_JA0081AA_AS	12
ESC_HA6975AA_AS	12
ESC_UA6010AA_AS	127
ESC_IB8395AA_AS	100
ESC_CA0501AA_AS	1025
ESC_BA7621AA_AS	1025
ESC_KB3426AA_AS	117
ESC_TA8530AA_AS	101
ESC_XA2070AA_AS	1060
ESC_FA9895AA_AS	1196
ESC_PA8214AA_AS	1196
ESC_LA5093AA_AS	148
ESC_RA5070AA_AS	155
ESC_GB6670AA_AS	155
ESC_GA0124AA_AS	16
ESC_RA9827AA_AS	165
ESC_RA0671AA_AS	167
ESC_HA8861AA_AS	17
ESC_SA6143AA_AS	182
ESC_LB0015AA_AS	182
ESC_LB0336AA_AS	189
ESC_UA5597AA_AS	189
ESC_QA6398AA_AS	21
ESC_FB3103AA_AS	23
ESC_UA5417AA_AS	245
ESC_WA2086AA_AS	245
ESC_WA2104AA_AS	245
ESC_UA1429AA_AS	25
ESC_KB0976AA_AS	278
ESC_IB8690AA_AS	278
ESC_EB1071AA_AS	297
ESC_RA4014AA_AS	297
ESC_KA0044AA_AS	306
ESC_FB9110AA_AS	32
ESC_WA6161AA_AS	32
ESC_XA5203AA_AS	32
ESC_OA1913AA_AS	342
ESC_KA9707AA_AS	342
ESC_BA1820AA_AS	3580
ESC_WA1934AA_AS	362
ESC_NB5991AA_AS	362
ESC_NB4122AA_AS	372
ESC_NB3934AA_AS	398
ESC_PA2078AA_AS	398
ESC_IA0633AA_AS	398
ESC_BA0546AA_AS	4
ESC_MA4064AA_AS	4
ESC_GB2609AA_AS	40
ESC_VA1972AA_AS	405
ESC_HB8663AA_AS	428
ESC_JA5270AA_AS	428
ESC_BB2576AA_AS	43
ESC_PB7477AA_AS	442
ESC_YA7021AA_AS	443
ESC_PA8634AA_AS	443
ESC_GB3176AA_AS	457
ESC_VA5582AA_AS	457
ESC_WA4305AA_AS	46
ESC_MB9066AA_AS	48
ESC_EB1595AA_AS	48
ESC_RA3019AA_AS	542
ESC_RA5050AA_AS	57
ESC_UA7334AA_AS	583
ESC_BA7135AA_AS	583
ESC_FB7446AA_AS	6
ESC_GB1491AA_AS	602
ESC_ZA4573AA_AS	617
ESC_GB6109AA_AS	617
ESC_FB2851AA_AS	62
ESC_NB5995AA_AS	641
ESC_UA6328AA_AS	655
ESC_FA6298AA_AS	655
ESC_IA0388AA_AS	655
ESC_LB7332AA_AS	69
ESC_RA9914AA_AS	718
ESC_JB0769AA_AS	744
ESC_LB5076AA_AS	744
ESC_IB9274AA_AS	744
ESC_NB4676AA_AS	752
ESC_IB8125AA_AS	752
ESC_IA4065AA_AS	88
ESC_XA7351AA_AS	88
ESC_GB2377AA_AS	90
ESC_QA0589AA_AS	93
ESC_GA8857AA_AS	95
ESC_UA5836AA_AS	95
ESC_GB3045AA_AS	998
ESC_NA6445AA_AS	1196
ESC_CA6296AA_AS	131
ESC_RA4364AA_AS	1079
ESC_GA1016AA_AS	146
ESC_VA2418AA_AS	101
ESC_FB6796AA_AS	141
ESC_UA1665AA_AS	10
ESC_KB4087AA_AS	10
ESC_LB3245AA_AS	101
ESC_GB8895AA_AS	101
ESC_HB5840AA_AS	1079
ESC_BA6506AA_AS	141
ESC_MB8960AA_AS	1193
ESC_NA2987AA_AS	141
ESC_PA8094AA_AS	100
ESC_JA1113AA_AS	1079
ESC_HA1219AA_AS	1025
ESC_WA4322AA_AS	1193
ESC_LA1215AA_AS	155
ESC_YA9144AA_AS	155
ESC_PA2578AA_AS	16
ESC_HB7842AA_AS	189
ESC_NB0547AA_AS	1967
ESC_BA1036AA_AS	1967
ESC_CA3505AA_AS	20
ESC_GA0664AA_AS	20
ESC_LA0797AA_AS	206
ESC_BA1702AA_AS	21
ESC_CB4483AA_AS	21
ESC_LA0500AA_AS	224
ESC_HA4669AA_AS	224
ESC_BA8257AA_AS	226
ESC_MB2167AA_AS	226
ESC_TA1514AA_AS	23
ESC_WA5716AA_AS	23
ESC_ZA4474AA_AS	245
ESC_SA3557AA_AS	25
ESC_FB3925AA_AS	278
ESC_WA4996AA_AS	297
ESC_RA5409AA_AS	297
ESC_SA9612AA_AS	306
ESC_CA4445AA_AS	306
ESC_GB3439AA_AS	34
ESC_GA0149AA_AS	342
ESC_CB1870AA_AS	342
ESC_RA8658AA_AS	342
ESC_UA1799AA_AS	345
ESC_IA9880AA_AS	354
ESC_OA0178AA_AS	3580
ESC_LB0067AA_AS	362
ESC_BA0293AA_AS	372
ESC_MA2807AA_AS	38
ESC_BA7983AA_AS	393
ESC_PA8331AA_AS	394
ESC_UA2164AA_AS	399
ESC_GB0469AA_AS	40
ESC_CB7245AA_AS	405
ESC_TA1963AA_AS	405
ESC_RA8687AA_AS	428
ESC_SA7132AA_AS	43
ESC_MA2396AA_AS	43
ESC_LB7226AA_AS	453
ESC_UA6511AA_AS	448
ESC_PA1654AA_AS	48
ESC_VA5411AA_AS	56
ESC_HA9085AA_AS	56
ESC_ZA5433AA_AS	58
ESC_UA7344AA_AS	583
ESC_FB2756AA_AS	59
ESC_PA8267AA_AS	59
ESC_UA1453AA_AS	6
ESC_FB9441AA_AS	6
ESC_RA9729AA_AS	602
ESC_SA1948AA_AS	59
ESC_FB9629AA_AS	648
ESC_NA8191AA_AS	648
ESC_FA5503AA_AS	655
ESC_RA8020AA_AS	675
ESC_SA2510AA_AS	675
ESC_TA8011AA_AS	675
ESC_GB6546AA_AS	69
ESC_MB6483AA_AS	718
ESC_HA6856AA_AS	73
ESC_WA8675AA_AS	73
ESC_HA9572AA_AS	744
ESC_VA5557AA_AS	88
ESC_LB5938AA_AS	88
ESC_WA9625AA_AS	90
ESC_HA4553AA_AS	93
ESC_QA1760AA_AS	93
ESC_RA7297AA_AS	93
ESC_JA5235AA_AS	93
ESC_QA0496AA_AS	93
ESC_UA1672AA_AS	101
ESC_KB3496AA_AS	117
ESC_BA3813AA_AS	146
ESC_FB7525AA_AS	1079
ESC_GB6734AA_AS	1193
ESC_BA5974AA_AS	146
ESC_RA4298AA_AS	154
ESC_IB7086AA_AS	10
ESC_RA9540AA_AS	11
ESC_RA4397AA_AS	1079
ESC_MA3090AA_AS	1196
ESC_CB9047AA_AS	141
ESC_BA3808AA_AS	101
ESC_IA9614AA_AS	117
ESC_SA3802AA_AS	1196
ESC_YA6219AA_AS	100
ESC_NA8216AA_AS	131
ESC_NA2861AA_AS	127
ESC_UA4092AA_AS	154
ESC_OB1094AA_AS	155
ESC_IA3621AA_AS	155
ESC_VA9324AA_AS	165
ESC_HB7229AA_AS	167
ESC_NB6792AA_AS	182
ESC_ZA4538AA_AS	182
ESC_LB0236AA_AS	182
ESC_BA4799AA_AS	182
ESC_GA5378AA_AS	20
ESC_OB1586AA_AS	20
ESC_NB6233AA_AS	224
ESC_LA0148AA_AS	224
ESC_LA0274AA_AS	226
ESC_CA0488AA_AS	23
ESC_TA7940AA_AS	245
ESC_AB6955AA_AS	278
ESC_QA6694AA_AS	297
ESC_OB9239AA_AS	300
ESC_BB4690AA_AS	306
ESC_JB8842AA_AS	306
ESC_SA5794AA_AS	33
ESC_KB0838AA_AS	33
ESC_GB2840AA_AS	345
