Assembly_barcode	year_range	year_range_colour	Disease	Disease_color	Isolate source	isolate_source_colour	Capsule_color	Best match locus	Continent	continent_color
ESC_UA6991AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#abf186	KL14	Asia	#1f78b4
ESC_VA2013AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	Europe	#a6cee3
ESC_VA2056AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	NA	NA
ESC_VA2223AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#35978f	KL48	North America	#33a02c
ESC_VA2267AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#fd088e	KL54	Asia	#1f78b4
ESC_VA2270AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#fd088e	KL54	Asia	#1f78b4
ESC_VA2325AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	NA	NA
ESC_VA2798AA_AS	NA	white	other	#afafaf			#d5d36e	KL9	NA	NA
ESC_VA2781AA_AS	NA	white	other	#afafaf			#E31A1C	KL57	NA	NA
ESC_VA2989AA_AS	2005-2009	#abd9e9	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Europe	#a6cee3
ESC_VA3326AA_AS	NA	white	UTI/urine	#ffff33	Human	#fdc086	#abf186	KL14	Africa	#b2df8a
ESC_VA6203AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#CAB2D6	KL123	North America	#33a02c
ESC_VA9460AA_AS	NA	white	other	#afafaf			#6A3D9A	KL20	NA	NA
ESC_WA5790AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_WA5588AA_AS	2010-2014	#1f78b4	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Oceania	#e31a1c
ESC_WA5581AA_AS	2005-2009	#abd9e9	other	#afafaf	Human	#fdc086	#d5d36e	KL9	Oceania	#e31a1c
ESC_WA5573AA_AS	2005-2009	#abd9e9	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Oceania	#e31a1c
ESC_WA5570AA_AS	2005-2009	#abd9e9	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Oceania	#e31a1c
ESC_XA6495AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#35978f	KL48	Asia	#1f78b4
ESC_XA6456AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#35978f	KL48	Asia	#1f78b4
ESC_WA3725AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#35978f	KL48	Asia	#1f78b4
ESC_WA3366AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#ffe119	KL5	North America	#33a02c
ESC_WA2582AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#35978f	KL48	Asia	#1f78b4
ESC_WA2563AA_AS	2010-2014	#1f78b4	other	#afafaf	Human	#fdc086	#4695f0	KL103	Asia	#1f78b4
ESC_WA2531AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_WA8506AA_AS	NA	white	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_WA8504AA_AS	NA	white	other	#afafaf	Human	#fdc086	#afafaf	KL125	Europe	#a6cee3
ESC_WA8458AA_AS	NA	white	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_WA8399AA_AS	NA	white	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_WA8354AA_AS	NA	white	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_XA0523AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_XA0590AA_AS	NA	white	other	#afafaf			#afafaf	Unassigned	NA	NA
ESC_XA0581AA_AS	NA	white	other	#afafaf			#afafaf	Unassigned	NA	NA
ESC_XA0574AA_AS	NA	white	other	#afafaf			#afafaf	KL16	NA	NA
ESC_XA2011AA_AS	NA	white	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Africa	#b2df8a
ESC_XA1997AA_AS	NA	white	other	#afafaf	Human	#fdc086	black	KL124	Africa	#b2df8a
ESC_XA1980AA_AS	NA	white	other	#afafaf	Human	#fdc086	#6A3D9A	KL20	Africa	#b2df8a
ESC_XA4769AA_AS	NA	white	other	#afafaf			black	KL124	NA	NA
ESC_CB0740AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Asia	#1f78b4
ESC_LB2371AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_YA1719AA_AS	2010-2014	#1f78b4	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_YA1559AA_AS	2010-2014	#1f78b4	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_YA2935AA_AS	NA	white	other	#afafaf			#35978f	KL48	NA	NA
ESC_YA5967AA_AS	NA	white	other	#afafaf			#d5d36e	KL9	NA	NA
ESC_YA6321AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	KL31	North America	#33a02c
ESC_YA6826AA_AS	NA	white	other	#afafaf			#afafaf	Unassigned	NA	NA
ESC_ZA0994AA_AS	NA	white	other	#afafaf			#afafaf	Unassigned	NA	NA
ESC_ZA1013AA_AS	NA	white	other	#afafaf			#afafaf	Unassigned	NA	NA
ESC_ZA1111AA_AS	NA	white	other	#afafaf			#FF7F00	KL35	NA	NA
ESC_ZA1138AA_AS	NA	white	other	#afafaf			#afafaf	Unassigned	NA	NA
ESC_ZA2640AA_AS	NA	white	other	#afafaf			black	KL124	NA	NA
ESC_ZA2802AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Asia	#1f78b4
ESC_ZA4075AA_AS	2015-2019	#fdae61	other	#afafaf			#FF7F00	KL35	NA	NA
ESC_ZA4145AA_AS	2015-2019	#fdae61	other	#afafaf			#FF7F00	KL35	NA	NA
ESC_ZA6579AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_ZA6572AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#4695f0	KL103	Asia	#1f78b4
ESC_ZA6546AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#4695f0	KL103	Asia	#1f78b4
ESC_ZA6395AA_AS	2005-2009	#abd9e9	other	#afafaf	Animal	#7fc97f	#904f02	KL158	Europe	#a6cee3
ESC_ZA6378AA_AS	2000-2004	#b2df8a	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	Europe	#a6cee3
ESC_AB1619AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#6A3D9A	KL20	NA	NA
ESC_BB0595AA_AS	2015-2019	#fdae61	other	#afafaf			#4695f0	KL103	North America	#33a02c
ESC_BB0592AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_BB2706AA_AS	NA	white	other	#afafaf			#d5d36e	KL9	NA	NA
ESC_CB1966AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_CB1968AA_AS	2015-2019	#fdae61	other	#afafaf			black	KL124	Europe	#a6cee3
ESC_CB2019AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_CB2413AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#d5d36e	KL9	Europe	#a6cee3
ESC_CB3315AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_CB3314AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_CB3313AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_CB3312AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_CB3311AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_CB3310AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_CB3309AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_CB3308AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_CB3305AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_CB3304AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_CB3303AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_CB3302AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_CB3301AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_CB3298AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_CB3343AA_AS	2015-2019	#fdae61	other	#afafaf			#CAB2D6	KL123	Africa	#b2df8a
ESC_CB4112AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	NA	NA
ESC_CB4064AA_AS	NA	white	other	#afafaf			#3dfc7d	KL30	NA	NA
ESC_CB4063AA_AS	NA	white	other	#afafaf			#4695f0	KL103	NA	NA
ESC_CB4061AA_AS	NA	white	other	#afafaf			#d66384	KL101	NA	NA
ESC_CB3988AA_AS	NA	white	other	#afafaf			#d66384	KL101	NA	NA
ESC_CB3980AA_AS	NA	white	other	#afafaf			#3dfc7d	KL30	NA	NA
ESC_CB3979AA_AS	NA	white	other	#afafaf			#3dfc7d	KL30	NA	NA
ESC_CB3965AA_AS	NA	white	other	#afafaf			#4695f0	KL103	NA	NA
ESC_CB3947AA_AS	NA	white	other	#afafaf			#d66384	KL101	NA	NA
ESC_CB3936AA_AS	NA	white	other	#afafaf			#d66384	KL101	NA	NA
ESC_CB3916AA_AS	NA	white	other	#afafaf			#d66384	KL101	NA	NA
ESC_CB3911AA_AS	NA	white	other	#afafaf			#d66384	KL101	NA	NA
ESC_CB3908AA_AS	NA	white	other	#afafaf			#d66384	KL101	NA	NA
ESC_CB3867AA_AS	NA	white	other	#afafaf			#d66384	KL101	NA	NA
ESC_CB7192AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Oceania	#e31a1c
ESC_CB7175AA_AS	2015-2019	#fdae61	other	#afafaf			#CAB2D6	KL123	Africa	#b2df8a
ESC_EB0803AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB0814AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB0821AA_AS	2010-2014	#1f78b4	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB0825AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB0827AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB0829AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB0838AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB0841AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB0842AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB0843AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB1482AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB1489AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB5314AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB5394AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB5397AA_AS	2015-2019	#fdae61	other	#afafaf			#4695f0	KL103	Europe	#a6cee3
ESC_EB5400AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB5403AA_AS	2015-2019	#fdae61	other	#afafaf			#3dfc7d	KL30	Europe	#a6cee3
ESC_EB5406AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB5407AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB5412AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB5413AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_EB5416AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB0875AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB0880AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB0888AA_AS	2015-2019	#fdae61	other	#afafaf			#35978f	KL48	Europe	#a6cee3
ESC_FB1306AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1309AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1310AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1313AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1317AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1318AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1319AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1333AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1337AA_AS	2015-2019	#fdae61	other	#afafaf			#d5d36e	KL9	Europe	#a6cee3
ESC_FB1367AA_AS	2015-2019	#fdae61	other	#afafaf			#aac201	KL121	Europe	#a6cee3
ESC_FB1368AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1369AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1370AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1371AA_AS	2015-2019	#fdae61	other	#afafaf			#35978f	KL48	Europe	#a6cee3
ESC_FB1398AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1405AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1406AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1422AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1426AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1428AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Europe	#a6cee3
ESC_FB1589AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#ffe119	KL5	Asia	#1f78b4
ESC_FB1651AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	KL16	Asia	#1f78b4
ESC_FB1650AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	KL16	Asia	#1f78b4
ESC_FB1970AA_AS	2005-2009	#abd9e9	blood	red	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_FB3096AA_AS	2005-2009	#abd9e9	blood	red	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_FB3610AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#d66384	KL101	Oceania	#e31a1c
ESC_FB3835AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#abf186	KL14	Asia	#1f78b4
ESC_FB4811AA_AS	NA	white	other	#afafaf	Animal	#7fc97f	#904f02	KL158	NA	NA
ESC_FB4755AA_AS	NA	white	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	NA	NA
ESC_FB5047AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_FB5376AA_AS	2010-2014	#1f78b4	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_FB5560AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	black	KL124	Asia	#1f78b4
ESC_FB5758AA_AS	2010-2014	#1f78b4	other	#afafaf	Human	#fdc086	#005A9C	KL115	North America	#33a02c
ESC_FB5846AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#d66384	KL101	Asia	#1f78b4
ESC_FB5874AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#FF7F00	KL35	Asia	#1f78b4
ESC_FB5911AA_AS	2015-2019	#fdae61	other	#afafaf			#abf186	KL14	Europe	#a6cee3
ESC_FB6517AA_AS	2010-2014	#1f78b4	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_FB7739AA_AS	2010-2014	#1f78b4	blood	red	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_FB7845AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#6A3D9A	KL20	Asia	#1f78b4
ESC_FB7884AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#FF7F00	KL35	Asia	#1f78b4
ESC_FB9647AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Oceania	#e31a1c
ESC_FB9445AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#6A3D9A	KL20	Oceania	#e31a1c
ESC_FB9392AA_AS	2005-2009	#abd9e9	other	#afafaf	Human	#fdc086	#E31A1C	KL57	North America	#33a02c
ESC_GB1558AA_AS	NA	white	other	#afafaf			#35978f	KL48	NA	NA
ESC_GB1914AA_AS	NA	white	other	#afafaf			#aac201	KL121	NA	NA
ESC_GB2136AA_AS	NA	white	other	#afafaf			#fd088e	KL54	NA	NA
ESC_GB2141AA_AS	NA	white	other	#afafaf			#CAB2D6	KL123	NA	NA
ESC_LB2212AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_GB3643AA_AS	NA	white	blood	red	Human	#fdc086	#afafaf	Unassigned	NA	NA
ESC_GB4225AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_GB4216AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_GB4212AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_GB4209AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_GB4204AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_GB4203AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_GB4202AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_GB4195AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_GB4191AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_GB4188AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_GB8862AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Asia	#1f78b4
ESC_GB8858AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#ffe119	KL5	Asia	#1f78b4
ESC_GB8857AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#ffe119	KL5	Asia	#1f78b4
ESC_GB8855AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#ffe119	KL5	Asia	#1f78b4
ESC_GB8854AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#ffe119	KL5	Asia	#1f78b4
ESC_GB8820AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#ffe119	KL5	Asia	#1f78b4
ESC_GB8818AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Asia	#1f78b4
ESC_GB8817AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#ffe119	KL5	Asia	#1f78b4
ESC_GB9313AA_AS	NA	white	UTI/urine	#ffff33	Human	#fdc086	#6A3D9A	KL20	NA	NA
ESC_GB7098AA_AS	2010-2014	#1f78b4	other	#afafaf	Human	#fdc086	#d66384	KL101	Africa	#b2df8a
ESC_GB7097AA_AS	2010-2014	#1f78b4	other	#afafaf	Human	#fdc086	#d66384	KL101	Africa	#b2df8a
ESC_LB2124AA_AS	2010-2014	#1f78b4	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	Asia	#1f78b4
ESC_GB6566AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#29c722	KL127	Asia	#1f78b4
ESC_GB6461AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#afafaf	Unassigned	Asia	#1f78b4
ESC_GB9020AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	black	KL124	NA	NA
ESC_GB9909AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_GB9853AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_GB9842AA_AS	2015-2019	#fdae61	other	#afafaf			#35978f	KL48	North America	#33a02c
ESC_GB9841AA_AS	2015-2019	#fdae61	other	#afafaf			#35978f	KL48	North America	#33a02c
ESC_GB9836AA_AS	2015-2019	#fdae61	other	#afafaf			#35978f	KL48	North America	#33a02c
ESC_GB9835AA_AS	2015-2019	#fdae61	other	#afafaf			#35978f	KL48	North America	#33a02c
ESC_HB6096AA_AS	2015-2019	#fdae61	other	#afafaf			#35978f	KL48	North America	#33a02c
ESC_HB6095AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_HB6094AA_AS	2015-2019	#fdae61	other	#afafaf			#35978f	KL48	North America	#33a02c
ESC_HB6093AA_AS	2015-2019	#fdae61	other	#afafaf			#35978f	KL48	North America	#33a02c
ESC_HB6092AA_AS	2015-2019	#fdae61	other	#afafaf			#35978f	KL48	North America	#33a02c
ESC_HB6088AA_AS	2015-2019	#fdae61	other	#afafaf			#35978f	KL48	North America	#33a02c
ESC_HB6087AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_HB6086AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_HB6084AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_HB6083AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_HB6081AA_AS	2015-2019	#fdae61	other	#afafaf			#35978f	KL48	North America	#33a02c
ESC_HB6080AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#35978f	KL48	North America	#33a02c
ESC_HB7233AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_HB7230AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_HB7229AA_AS	2015-2019	#fdae61	other	#afafaf			#35978f	KL48	North America	#33a02c
ESC_HB7228AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_HB7227AA_AS	2015-2019	#fdae61	other	#afafaf	Animal	#7fc97f	#35978f	KL48	North America	#33a02c
ESC_HB7478AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Asia	#1f78b4
ESC_HB9079AA_AS	NA	white	other	#afafaf	Animal	#7fc97f	#afafaf	Unassigned	North America	#33a02c
ESC_IB0389AA_AS	2005-2009	#abd9e9	other	#afafaf	Animal	#7fc97f	#29c722	KL127	Europe	#a6cee3
ESC_LB2144AA_AS	2015-2019	#fdae61	other	#afafaf			#4695f0	KL103	Europe	#a6cee3
ESC_LB2145AA_AS	2015-2019	#fdae61	other	#afafaf			#3dfc7d	KL30	Europe	#a6cee3
ESC_IB7910AA_AS	2015-2019	#fdae61	other	#afafaf			#FF7F00	KL35	Europe	#a6cee3
ESC_IB7897AA_AS	2015-2019	#fdae61	other	#afafaf			#FF7F00	KL35	Europe	#a6cee3
ESC_IB6501AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	NA	NA
ESC_IB6500AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	NA	NA
ESC_IB6499AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	NA	NA
ESC_IB6498AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	NA	NA
ESC_IB6497AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	NA	NA
ESC_IB6250AA_AS	NA	white	other	#afafaf			#afafaf	KL16	NA	NA
ESC_IB6226AA_AS	NA	white	other	#afafaf			#3dfc7d	KL30	Europe	#a6cee3
ESC_IB6214AA_AS	NA	white	other	#afafaf			#3dfc7d	KL30	Europe	#a6cee3
ESC_IB6181AA_AS	NA	white	other	#afafaf			#aac201	KL121	Europe	#a6cee3
ESC_IB6179AA_AS	NA	white	other	#afafaf			#35978f	KL48	Europe	#a6cee3
ESC_IB6172AA_AS	NA	white	other	#afafaf			#d5d36e	KL9	Europe	#a6cee3
ESC_IB6161AA_AS	NA	white	other	#afafaf			#aac201	KL121	Europe	#a6cee3
ESC_IB6158AA_AS	NA	white	other	#afafaf			#35978f	KL48	Europe	#a6cee3
ESC_IB6151AA_AS	NA	white	other	#afafaf			#4695f0	KL103	Europe	#a6cee3
